SID,Trial,Repetition,Loc,Resp,Corr,RT,ImgName
12,14,2,1,2,1,1814.61,nonwex2_5.png
12,15,1,1,2,1,1834.92,nonwex5.png
12,16,1,1,1,1,1511.28,nonwex1.png
12,17,1,3,2,1,2099.67,nonwex2_12.png
12,18,2,3,2,1,2256.06,nonwin7.png
12,19,1,2,2,1,2116.42,nonwin2_9.png
12,20,2,2,2,1,1840.83,nonwin8.png
12,21,1,1,2,1,1797.14,nonwex2_3.png
12,22,2,3,2,1,2121.53,nonwex2.png
12,23,1,2,1,1,1941.84,nonwex9.png
12,24,2,1,2,1,1194.24,nonwin2_11.png
12,25,1,2,2,1,942.39,nonwin9.png
12,26,2,3,1,1,1482.94,nonwin12.png
12,27,2,1,1,1,1895.35,nonwex2_9.png
12,28,2,2,2,1,1947.64,nonwin6.png
12,29,2,4,2,1,2088.02,nonwex11.png
12,30,1,4,1,1,1636.43,nonwex2_10.png
12,31,2,4,2,1,1656.82,nonwex8.png
12,32,2,1,2,1,1357.11,nonwin2_8.png
12,33,1,3,2,1,1425.48,nonwex2_4.png
12,34,2,3,2,1,1549.81,nonwex2_6.png
12,35,1,3,1,1,1474.24,nonwex12.png
12,36,1,2,1,1,1622.57,nonwin2_3.png
12,37,1,3,1,1,1162.92,nonwin2_6.png
12,38,2,3,2,1,1127.33,nonwex2_11.png
12,39,1,4,1,1,1555.71,nonwex2_1.png
12,40,2,2,2,1,1871.88,nonwin1.png
12,41,1,1,1,1,1580.43,nonwin2_5.png
12,42,2,2,2,1,936.73,nonwex6.png
12,43,2,1,1,1,725.17,nonwin2_4.png
12,44,2,4,2,1,2105.53,nonwex2_8.png
12,45,1,4,2,1,973.82,nonwin5.png
12,46,2,3,2,1,906.17,nonwin2.png
12,47,2,4,2,1,870.62,nonwex4.png
12,48,2,2,2,1,1290.96,nonwex2_7.png
13,1,2,4,2,1,977.72,nonwin4.png
13,2,1,1,2,1,1477.99,nonwex3.png
13,3,2,4,2,1,1034.26,nonwex2_2.png
13,4,2,3,2,1,942.53,nonwin2_6.png
13,5,1,1,1,1,842.83,nonwex2_8.png
13,6,1,2,2,1,759.06,nonwin2_2.png
13,7,2,2,2,1,779.34,nonwex2_1.png
13,8,2,3,2,1,759.6,nonwex9.png
13,9,2,4,1,1,1259.89,nonwin10.png
13,10,1,3,2,1,1240.06,nonwex2_7.png
13,11,1,2,2,1,700.35,nonwin2_7.png
13,12,1,1,2,1,592.35,nonwin7.png
13,13,1,4,2,1,740.91,nonwin2_8.png
13,14,1,2,2,1,857.18,nonwin6.png
13,15,2,2,2,1,717.43,nonwex7.png
13,16,1,4,2,1,745.65,nonwex6.png
13,17,1,4,2,1,869.96,nonwex2.png
13,18,1,4,2,1,906.16,nonwex11.png
13,19,1,2,2,1,934.49,nonwex4.png
13,20,1,1,1,1,973.46,nonwin1.png
13,21,2,3,2,1,1092.38,nonwex1.png
13,22,2,2,2,1,776.63,nonwex2_10.png
13,23,2,2,2,1,684.87,nonwin2_10.png
13,24,2,4,2,1,897.17,nonwex2_12.png
13,25,1,1,2,1,733.4,nonwin2_1.png
13,26,1,3,2,1,833.62,nonwin8.png
13,27,2,1,2,1,885.68,nonwin11.png
13,28,1,2,2,1,898.19,nonwin2_4.png
13,29,2,1,2,1,1862.51,nonwin2_12.png
13,30,2,4,2,1,1106.76,nonwin3.png
13,31,1,3,2,1,1030.96,nonwex2_6.png
13,32,2,3,2,1,1195.3,nonwex12.png
13,33,2,1,2,1,791.52,nonwex2_4.png
13,34,2,1,2,1,1019.81,nonwin9.png
13,35,2,2,2,1,1026.73,nonwin2_9.png
13,36,2,4,2,1,926.95,nonwex5.png
13,37,1,4,1,1,1115.2,nonwex2_11.png
13,38,1,2,2,1,951.43,nonwin2_11.png
13,39,1,4,2,1,691.74,nonwex8.png
13,40,2,3,2,1,727.99,nonwex10.png
13,41,1,1,2,1,724.2,nonwin12.png
13,42,1,3,2,1,744.33,nonwex2_9.png
13,43,2,3,2,1,644.76,nonwin2_3.png
13,44,2,1,2,1,681.01,nonwin2_5.png
13,45,2,1,2,1,541.27,nonwin5.png
13,46,1,3,2,1,609.51,nonwin2.png
13,47,1,3,2,1,669.77,nonwex2_5.png
13,48,2,2,2,1,866.1,nonwex2_3.png
